start_node,rep,strategy,reward,ls_exact_reward,gap_pct,valid,rollout_time
2,2,sample128,5108.0,6335.0,19.368587213891082,True,0.03419685363769531
2,2,sample256,5108.0,6335.0,19.368587213891082,True,0.060512542724609375
3,0,greedy_beam1,991.0,2315.0,57.19222462203024,True,0.0159454345703125
3,0,beam10,2128.0,2315.0,8.077753779697625,True,0.09610700607299805
3,0,beam20,2315.0,2315.0,0.0,True,0.14466571807861328
3,0,sample128,1721.0,2315.0,25.658747300215985,True,0.025322914123535156
3,0,sample256,1721.0,2315.0,25.658747300215985,True,0.03705334663391113
3,1,greedy_beam1,3549.0,3932.0,9.74059003051882,True,0.017323732376098633
3,1,beam10,3932.0,3932.0,0.0,True,0.0980832576751709
3,1,beam20,3932.0,3932.0,0.0,True,0.14476847648620605
3,1,sample128,3549.0,3932.0,9.74059003051882,True,0.02518463134765625
3,1,sample256,3932.0,3932.0,0.0,True,0.04910588264465332
3,2,greedy_beam1,1286.0,2278.0,43.546971027216856,True,0.015918970108032227
3,2,beam10,2105.0,2278.0,7.594381035996488,True,0.08412981033325195
3,2,beam20,2278.0,2278.0,0.0,True,0.14423251152038574
3,2,sample128,1791.0,2278.0,21.3784021071115,True,0.026508331298828125
3,2,sample256,1791.0,2278.0,21.3784021071115,True,0.03712773323059082
4,0,greedy_beam1,-365.0,2386.0,115.29756915339479,True,0.015796899795532227
4,0,beam10,1903.0,2386.0,20.2430846605197,True,0.12899994850158691
4,0,beam20,2386.0,2386.0,0.0,True,0.18669915199279785
4,0,sample128,120.0,2386.0,94.97066219614418,True,0.025300264358520508
4,0,sample256,1344.0,2386.0,43.67141659681476,True,0.037425994873046875
4,1,greedy_beam1,1224.0,3057.0,59.96074582924435,True,0.011435270309448242
4,1,beam10,3057.0,3057.0,0.0,True,0.12230491638183594
4,1,beam20,3057.0,3057.0,0.0,True,0.18412137031555176
4,1,sample128,3057.0,3057.0,0.0,True,0.025346994400024414
4,1,sample256,3057.0,3057.0,0.0,True,0.037534475326538086
4,2,greedy_beam1,2378.0,2518.0,5.559968228752978,True,0.018577098846435547
4,2,beam10,2378.0,2518.0,5.559968228752978,True,0.12682557106018066
4,2,beam20,2408.0,2518.0,4.368546465448769,True,0.18378853797912598
4,2,sample128,2378.0,2518.0,5.559968228752978,True,0.02537822723388672
4,2,sample256,1446.0,2518.0,42.57347100873709,True,0.037064313888549805
5,0,greedy_beam1,1066.0,3020.0,64.7019867549669,True,0.012540817260742188
5,0,beam10,3020.0,3020.0,0.0,True,0.0822303295135498
5,0,beam20,3020.0,3020.0,0.0,True,0.11768269538879395
5,0,sample128,2810.0,3020.0,6.95364238410596,True,0.02596306800842285
5,0,sample256,2810.0,3020.0,6.95364238410596,True,0.03706860542297363
5,1,greedy_beam1,613.0,2379.0,74.23287095418243,True,0.01182866096496582
5,1,beam10,2379.0,2379.0,0.0,True,0.10864520072937012
5,1,beam20,2379.0,2379.0,0.0,True,0.1390247344970703
5,1,sample128,1777.0,2379.0,25.30474989491383,True,0.025198936462402344
5,1,sample256,1777.0,2379.0,25.30474989491383,True,0.03731203079223633
5,2,greedy_beam1,1689.0,2908.0,41.918844566712515,True,0.018521547317504883
5,2,beam10,2908.0,2908.0,0.0,True,0.10379838943481445
5,2,beam20,2908.0,2908.0,0.0,True,0.13928866386413574
5,2,sample128,1689.0,2908.0,41.918844566712515,True,0.025604248046875
5,2,sample256,1689.0,2908.0,41.918844566712515,True,0.04023456573486328
6,0,greedy_beam1,4184.0,5696.0,26.54494382022472,True,0.022814035415649414
6,0,beam10,5248.0,5696.0,7.865168539325842,True,0.15203118324279785
6,0,beam20,5248.0,5696.0,7.865168539325842,True,0.3085517883300781
6,0,sample128,4669.0,5696.0,18.03019662921348,True,0.04093813896179199
6,0,sample256,4184.0,5696.0,26.54494382022472,True,0.061087846755981445
6,1,greedy_beam1,1806.0,5844.0,69.0965092402464,True,0.018099546432495117
6,1,beam10,4331.0,5844.0,25.889801505817932,True,0.18489360809326172
6,1,beam20,4466.0,5844.0,23.579739904175224,True,0.33772993087768555
6,1,sample128,5198.0,5844.0,11.05407255304586,True,0.04896426200866699
6,1,sample256,4595.0,5844.0,21.372347707049965,True,0.07251238822937012
6,2,greedy_beam1,1574.0,5133.0,69.3356711474771,True,0.011373758316040039
6,2,beam10,4369.0,5133.0,14.884083382037794,True,0.16003656387329102
6,2,beam20,4369.0,5133.0,14.884083382037794,True,0.3215024471282959
6,2,sample128,3680.0,5133.0,28.307032924215857,True,0.0401308536529541
6,2,sample256,3812.0,5133.0,25.73543736606273,True,0.061621665954589844
7,0,greedy_beam1,3837.0,4694.0,18.25734980826587,True,0.022631168365478516
7,0,beam10,4305.0,4694.0,8.287175117170856,True,0.1009683609008789
7,0,beam20,4621.0,4694.0,1.5551768214742225,True,0.21068406105041504
7,0,sample128,3284.0,4694.0,30.03834682573498,True,0.02511286735534668
7,0,sample256,3410.0,4694.0,27.35406902428632,True,0.04795718193054199
7,1,greedy_beam1,3343.0,4432.0,24.57129963898917,True,0.021524906158447266
7,1,beam10,4317.0,4432.0,2.594765342960289,True,0.13378548622131348
7,1,beam20,4317.0,4432.0,2.594765342960289,True,0.21889996528625488
7,1,sample128,2969.0,4432.0,33.00992779783393,True,0.02646946907043457
7,1,sample256,2969.0,4432.0,33.00992779783393,True,0.04977750778198242
7,2,greedy_beam1,1772.0,3577.0,50.46128040257199,True,0.017397165298461914
7,2,beam10,3287.0,3577.0,8.107352530053118,True,0.12969636917114258
7,2,beam20,3287.0,3577.0,8.107352530053118,True,0.19937491416931152
7,2,sample128,2290.0,3577.0,35.979871400615046,True,0.03309750556945801
